,# assembly_accession,bioproject,biosample,wgs_master,refseq_category,taxid,species_taxid,organism_name,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,excluded_from_refseq,relation_to_type_material,asm_not_live_date,sp
142,GCF_002086775.1,PRJNA224116,SAMN06064261,MVIL00000000.1,na,701043,701043,Mycobacterium timonense,strain=CCUG 56329,,latest,Contig,Major,Full,2017/04/11,ASM208677v1,San Raffaele Scientific Institute,GCA_002086775.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/086/775/GCF_002086775.1_ASM208677v1,,assembly from type material,na,Mycobacterium_timonense
149,GCF_002086795.1,PRJNA224116,SAMN06064262,MVIM00000000.1,representative genome,75922,75922,Mycolicibacterium tusciae,strain=DSM 44338,,latest,Contig,Major,Full,2017/04/11,ASM208679v1,San Raffaele Scientific Institute,GCA_002086795.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/086/795/GCF_002086795.1_ASM208679v1,,assembly from type material,na,Mycolicibacterium_tusciae
135,GCF_001552715.1,PRJNA224116,SAMD00046508,BCRS00000000.1,na,1223499,1810,Mycolicibacterium vaccae NBRC 14118 = CIP 105934,strain=NBRC 14118,,latest,Contig,Major,Full,2016/02/06,ASM155271v1,National Institute of Technology and Evaluation,GCA_001552715.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/552/715/GCF_001552715.1_ASM155271v1,,assembly from type material,na,Mycolicibacterium_vaccae
123,GCF_012396425.1,PRJNA224116,SAMN14517851,JAAXPJ000000000.1,na,1341646,98668,Mycolicibacterium septicum DSM 44393,strain=ATCC 700731,,latest,Contig,Major,Full,2020/04/15,ASM1239642v1,Bacterial Special Pathogens Branch (CDC),GCA_012396425.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/396/425/GCF_012396425.1_ASM1239642v1,,assembly from type material,na,Mycolicibacterium_septicum
124,GCF_025821785.1,PRJNA224116,SAMN15568992,JACKSO000000000.1,na,470076,470076,Mycobacterium stomatepiae,strain=DSM 45059,,latest,Contig,Major,Full,2022/10/24,ASM2582178v1,Uppsala University,GCA_025821785.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/821/785/GCF_025821785.1_ASM2582178v1,,assembly from type material,na,Mycobacterium_stomatepiae
125,GCF_002116635.1,PRJNA224116,SAMN04216953,LQPW00000000.1,representative genome,1787,1787,Mycobacterium szulgai,strain=DSM 44166,,latest,Contig,Major,Full,2017/04/20,ASM211663v1,University of Trento,GCA_002116635.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/116/635/GCF_002116635.1_ASM211663v1,,assembly from type material,na,Mycobacterium_szulgai
204,GCF_003719305.1,PRJNA224116,SAMN10102143,RARC00000000.1,representative genome,2358193,2358193,Mycolicibacterium stellerae,strain=CECT 8783,,latest,Contig,Major,Full,2018/11/09,ASM371930v1,Newcastle University,GCA_003719305.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/719/305/GCF_003719305.1_ASM371930v1,,assembly from type material,na,Mycolicibacterium_stellerae
129,GCF_002101965.1,PRJNA224116,SAMN04216957,LQQA00000000.1,representative genome,59750,59750,Mycolicibacterium wolinskyi,strain=ATCC 700010,,latest,Contig,Major,Full,2017/04/20,ASM210196v1,University of Trento,GCA_002101965.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/101/965/GCF_002101965.1_ASM210196v1,,assembly from type material,na,Mycolicibacterium_wolinskyi
194,GCF_013404075.1,PRJNA224116,SAMN14942828,JACBJQ000000000.1,representative genome,2736928,2736928,Mycolicibacterium vinylchloridicum,strain=CECT 8761,,latest,Contig,Major,Full,2020/07/13,ASM1340407v1,"Leibniz Institute DSMZ German Collection of Microorganisms and Cell Cultures, Braunschweig, Germany",GCA_013404075.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/013/404/075/GCF_013404075.1_ASM1340407v1,,assembly from type material,na,Mycolicibacterium_vinylchloridicum
91,GCF_002086515.1,PRJNA224116,SAMN06064230,MVHH00000000.1,representative genome,342002,342002,Mycolicibacter arupensis,strain=DSM 44942,,latest,Contig,Major,Full,2017/04/11,ASM208651v1,San Raffaele Scientific Institute,GCA_002086515.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/086/515/GCF_002086515.1_ASM208651v1,,assembly from type material,na,Mycolicibacter_arupensis
385,GCF_010722915.1,PRJNA224116,SAMD00153167,BLKS00000000.1,representative genome,36811,36811,Mycolicibacterium agri,strain=JCM 6377,,latest,Contig,Major,Full,2020/02/06,ASM1072291v1,"Department of Infection Metagenomics, Osaka University",GCA_010722915.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/010/722/915/GCF_010722915.1_ASM1072291v1,,assembly from type material,na,Mycolicibacterium_agri
394,GCF_000974705.1,PRJNA224116,SAMD00025827,BBUN00000000.1,na,28045,28045,Mycobacterium celatum,strain=ATCC 51131,,latest,Contig,Major,Full,2015/02/27,ASM97470v1,Kyorin University School of Medicine,GCA_000974705.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/974/705/GCF_000974705.1_ASM97470v1,,assembly from type material,na,Mycobacterium_celatum
84,GCF_018455725.1,PRJNA224116,SAMN19113909,JAHCLR000000000.1,representative genome,2835306,2835306,Mycolicibacter acidiphilus,strain=M1,,latest,Contig,Major,Full,2021/05/24,ASM1845572v1,University of Queensland,GCA_018455725.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/455/725/GCF_018455725.1_ASM1845572v1,,assembly from type material,na,Mycolicibacter_acidiphilus
364,GCF_002102185.1,PRJNA224116,SAMN04216927,LQOW00000000.1,representative genome,1260918,1260918,Mycobacterium fragae,strain=DSM 45731,,latest,Contig,Major,Full,2017/04/20,ASM210218v1,University of Trento,GCA_002102185.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/102/185/GCF_002102185.1_ASM210218v1,,assembly from type material,na,Mycobacterium_fragae
409,GCF_002102025.1,PRJNA224116,SAMN04216914,LQOK00000000.1,representative genome,56425,56425,Mycobacterium bohemicum,strain=DSM 44277,,latest,Contig,Major,Full,2017/04/20,ASM210202v1,University of Trento,GCA_002102025.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/102/025/GCF_002102025.1_ASM210202v1,,assembly from type material,na,Mycobacterium_bohemicum
379,GCF_002086155.1,PRJNA224116,SAMN06064227,MVHE00000000.1,representative genome,470074,470074,Mycobacterium angelicum,strain=DSM 45057,,latest,Contig,Major,Full,2017/04/11,ASM208615v1,San Raffaele Scientific Institute,GCA_002086155.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/086/155/GCF_002086155.1_ASM208615v1,,assembly from type material,na,Mycobacterium_angelicum
406,GCF_002086165.1,PRJNA224116,SAMN06064234,MVHL00000000.1,representative genome,701041,701041,Mycobacterium bouchedurhonense,strain=DSM 45439,,latest,Contig,Major,Full,2017/04/11,ASM208616v1,San Raffaele Scientific Institute,GCA_002086165.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/086/165/GCF_002086165.1_ASM208616v1,,assembly from type material,na,Mycobacterium_bouchedurhonense
377,GCF_002086485.1,PRJNA224116,SAMN06064228,MVHF00000000.1,representative genome,1927124,1927124,Mycobacterium aquaticum,strain=RW6,,latest,Contig,Major,Full,2017/04/11,ASM208648v1,San Raffaele Scientific Institute,GCA_002086485.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/086/485/GCF_002086485.1_ASM208648v1,,assembly from type material,na,Mycobacterium_aquaticum
373,GCF_002086125.1,PRJNA224116,SAMN06064229,MVHG00000000.1,representative genome,1265311,425468,Mycobacterium arosiense ATCC BAA-1401 = DSM 45069,strain=DSM 45069,,latest,Contig,Major,Full,2017/04/11,ASM208612v1,San Raffaele Scientific Institute,GCA_002086125.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/086/125/GCF_002086125.1_ASM208612v1,,assembly from type material,na,Mycobacterium_arosiense
80,GCF_002101885.1,PRJNA224116,SAMN04216949,LQPS00000000.1,na,386913,386913,Mycolicibacter senuensis,strain=DSM 44999,,latest,Contig,Major,Full,2017/04/20,ASM210188v1,University of Trento,GCA_002101885.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/101/885/GCF_002101885.1_ASM210188v1,,assembly from type material,na,Mycolicibacter_senuensis
372,GCF_002086545.1,PRJNA224116,SAMN06064231,MVHI00000000.1,representative genome,1265310,1790,Mycobacterium asiaticum DSM 44297,strain=DSM 44297,,latest,Contig,Major,Full,2017/04/11,ASM208654v1,San Raffaele Scientific Institute,GCA_002086545.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/086/545/GCF_002086545.1_ASM208654v1,,assembly from type material,na,Mycobacterium_asiaticum
382,GCF_002086635.1,PRJNA224116,SAMN06064226,MVHD00000000.1,representative genome,324058,324058,Mycobacterium alsense,strain=DSM 45230,,latest,Contig,Major,Full,2017/04/11,ASM208663v1,San Raffaele Scientific Institute,GCA_002086635.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/086/635/GCF_002086635.1_ASM208663v1,,assembly from type material,na,Mycobacterium_alsense
357,GCF_002102175.1,PRJNA224116,SAMN04216928,LQOX00000000.1,representative genome,1777,1777,Mycobacterium gastri,strain=DSM 43505,,latest,Contig,Major,Full,2017/04/20,ASM210217v1,University of Trento,GCA_002102175.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/102/175/GCF_002102175.1_ASM210217v1,,assembly from type material,na,Mycobacterium_gastri
82,GCF_002086455.1,PRJNA224116,SAMN06064225,MVHC00000000.1,na,723879,1288388,Mycolicibacter algericus DSM 45454,strain=DSM 45454,,latest,Contig,Major,Full,2017/04/11,ASM208645v1,San Raffaele Scientific Institute,GCA_002086455.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/086/455/GCF_002086455.1_ASM208645v1,,assembly from type material,na,Mycolicibacter_algericus
356,GCF_000526915.1,PRJNA224116,SAMN02585006,JAGZ00000000.1,representative genome,1408452,36812,Mycobacterium genavense ATCC 51234,strain=ATCC 51234,,latest,Contig,Major,Full,2014/01/14,ASM52691v1,DOE Joint Genome Institute,GCA_000526915.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/526/915/GCF_000526915.1_ASM52691v1,,assembly from type material,na,Mycobacterium_genavense
352,GCF_002101675.1,PRJNA224116,SAMN04216929,LQOY00000000.1,representative genome,1778,1778,Mycobacterium gordonae,strain=DSM 44160,,latest,Contig,Major,Full,2017/04/20,ASM210167v1,University of Trento,GCA_002101675.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/101/675/GCF_002101675.1_ASM210167v1,,assembly from type material,na,Mycobacterium_gordonae
390,GCF_000612725.1,PRJNA224116,SAMEA3138973,CCAW000000000.1,na,39687,39687,Mycolicibacterium austroafricanum,strain=DSM 44191,,latest,Scaffold,Major,Full,2014/03/26,PRJEB5747_assembly_1,URMITE,GCA_000612725.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/612/725/GCF_000612725.1_PRJEB5747_assembly_1,,assembly from type material,na,Mycolicibacterium_austroafricanum
241,GCF_001044235.1,PRJNA224116,SAMN03327461,JYNL00000000.1,na,37916,37916,Mycolicibacterium chlorophenolicum,strain=DSM 43826,,latest,Scaffold,Major,Full,2015/07/01,ASM104423v1,Uppsala University,GCA_001044235.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/044/235/GCF_001044235.1_ASM104423v1,,assembly from type material,na,Mycolicibacterium_chlorophenolicum
219,GCF_025821345.1,PRJNA224116,SAMN15569011,JACKRV000000000.1,na,1791,1791,Mycolicibacterium aurum,strain=DSM 43999,,latest,Scaffold,Major,Full,2022/10/24,ASM2582134v1,Uppsala University,GCA_025821345.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/821/345/GCF_025821345.1_ASM2582134v1,,assembly from type material,na,Mycolicibacterium_aurum
22,GCF_000295855.1,PRJNA224116,SAMN02470125,ALQB00000000.1,na,1214102,1766,Mycolicibacterium fortuitum subsp. fortuitum DSM 46621 = ATCC 6841 = JCM 6387,strain=DSM 46621,,latest,Scaffold,Major,Full,2012/09/12,ASM29585v1,KAUST,GCA_000295855.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/295/855/GCF_000295855.1_ASM29585v1,,assembly from type material,na,Mycolicibacterium_fortuitum
220,GCF_001050015.1,PRJNA224116,SAMEA3432686,CVTB00000000.1,representative genome,1566886,1566886,Mycolicibacterium malmesburyense,strain=WCM 7299,,latest,Scaffold,Major,Full,2015/06/30,Mycobacterium malmesburii WCM 7299,Centre for Proteomic and Genomic Research,GCA_001050015.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/050/015/GCF_001050015.1_Mycobacterium_malmesburii_WCM_7299,,assembly from type material,na,Mycolicibacterium_malmesburyense
174,GCF_005670605.1,PRJNA224116,SAMN08339099,POTO00000000.1,na,1795,1795,Mycolicibacterium neoaurum,strain=DSM 44074,,latest,Scaffold,Major,Full,2019/05/23,ASM567060v1,Uppsala University,GCA_005670605.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/670/605/GCF_005670605.1_ASM567060v1,,assembly from type material,na,Mycolicibacterium_neoaurum
168,GCF_025822165.1,PRJNA224116,SAMN15568972,JACKTI000000000.1,na,59813,59813,Mycolicibacterium novocastrense,strain=DSM 44203,,latest,Scaffold,Major,Full,2022/10/24,ASM2582216v1,Uppsala University,GCA_025822165.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/822/165/GCF_025822165.1_ASM2582216v1,,assembly from type material,na,Mycolicibacterium_novocastrense
436,GCF_002245615.1,PRJNA224116,SAMN07269033,NKCO00000000.1,representative genome,2048551,2048551,Mycobacterium neumannii,strain=CECT 8766,,latest,Scaffold,Major,Full,2017/08/10,ASM224561v1,Northumbria University,GCA_002245615.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/245/615/GCF_002245615.1_ASM224561v1,,assembly from type material,na,Mycobacterium_neumannii
415,GCF_025821955.1,PRJNA224116,SAMN15568983,JACKSX000000000.1,na,1273442,1273442,Mycobacterium bourgelatii,strain=DSM 45746,,latest,Scaffold,Major,Full,2022/10/24,ASM2582195v1,Uppsala University,GCA_025821955.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/821/955/GCF_025821955.1_ASM2582195v1,,assembly from type material,na,Mycobacterium_bourgelatii
428,GCF_002592005.1,PRJNA224116,SAMN07606484,NVQF00000000.1,representative genome,2034511,2034511,Mycobacterium palauense,strain=CECT 8779,,latest,Scaffold,Major,Full,2017/10/19,ASM259200v1,Northumbria University,GCA_002592005.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/592/005/GCF_002592005.1_ASM259200v1,,assembly from type material,na,Mycobacterium_palauense
408,GCF_001053185.1,PRJNA224116,SAMEA3305052,CSTD00000000.1,na,1236609,56425,Mycobacterium bohemicum DSM 44277,strain=DSM 44277,,latest,Scaffold,Major,Full,2015/04/20,PRJEB5741_assembly_1,URMITE,GCA_001053185.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/053/185/GCF_001053185.1_PRJEB5741_assembly_1,,assembly from type material,na,Mycobacterium_bohemicum
212,GCF_025822985.1,PRJNA224116,SAMN15568932,JACKUW000000000.1,na,1286180,1286180,Mycolicibacterium sediminis,strain=DSM 45643,,latest,Scaffold,Major,Full,2022/10/24,ASM2582298v1,Uppsala University,GCA_025822985.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/822/985/GCF_025822985.1_ASM2582298v1,,assembly from type material,na,Mycolicibacterium_sediminis
401,GCF_025822265.1,PRJNA224116,SAMN15568968,JACKTM000000000.1,na,146020,146020,Mycolicibacterium brisbanense,strain=DSM 44680,,latest,Scaffold,Major,Full,2022/10/24,ASM2582226v1,Uppsala University,GCA_025822265.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/822/265/GCF_025822265.1_ASM2582226v1,,assembly from type material,na,Mycolicibacterium_brisbanense
202,GCF_025822325.1,PRJNA224116,SAMN15568963,JACKTR000000000.1,na,1797,1797,Mycolicibacterium thermoresistibile,strain=DSM 44167,,latest,Scaffold,Major,Full,2022/10/24,ASM2582232v1,Uppsala University,GCA_025822325.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/822/325/GCF_025822325.1_ASM2582232v1,,assembly from type material,na,Mycolicibacterium_thermoresistibile
455,GCF_025821625.1,PRJNA224116,SAMN15568999,JACKSH000000000.1,representative genome,187102,187102,Mycolicibacterium pyrenivorans,strain=DSM 44605,,latest,Scaffold,Major,Full,2022/10/24,ASM2582162v1,Uppsala University,GCA_025821625.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/821/625/GCF_025821625.1_ASM2582162v1,,assembly from type material,na,Mycolicibacterium_pyrenivorans
131,GCF_005670695.1,PRJNA224116,SAMN08339098,POTN00000000.1,representative genome,319707,319707,Mycolicibacterium aubagnense,strain=DSM 45150,,latest,Scaffold,Major,Full,2019/05/23,ASM567069v1,Uppsala University,GCA_005670695.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/670/695/GCF_005670695.1_ASM567069v1,,assembly from type material,na,Mycolicibacterium_aubagnense
450,GCF_000164135.1,PRJNA224116,SAMN00189881,ADNV00000000.1,representative genome,525368,240125,Mycobacterium parascrofulaceum ATCC BAA-614,strain=ATCC BAA-614,,latest,Scaffold,Major,Full,2010/05/13,ASM16413v1,Baylor College of Medicine,GCA_000164135.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/164/135/GCF_000164135.1_ASM16413v1,,assembly from type material,na,Mycobacterium_parascrofulaceum
97,GCF_000455305.1,PRJNA224116,SAMEA2272207,CBMJ000000000.2,na,1236483,1784,Mycobacterium simiae ATCC 25275 = DSM 44165,strain=ATCC 25275 = DSM 44165,,latest,Scaffold,Major,Full,2013/08/20,MsimiaeDSM44165,URMITE,GCA_000455305.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/455/305/GCF_000455305.1_MsimiaeDSM44165,,,na,Mycobacterium_simiae
507,GCF_900078665.2,PRJNA224116,SAMEA3913388,FJVO00000000.1,na,146021,146021,Mycolicibacterium houstonense,strain=ATCC 49403T,,latest,Scaffold,Major,Full,2016/04/02,PRJEB13221,URMITE,GCA_900078665.2,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/078/665/GCF_900078665.2_PRJEB13221,,assembly from type material,na,Mycolicibacterium_houstonense
524,GCF_003431645.1,PRJNA224116,SAMN07811439,PEDC00000000.1,na,1781,1781,Mycobacterium marinum,strain=DSM 44344,,latest,Scaffold,Major,Full,2018/08/29,ASM343164v1,Uppsala University,GCA_003431645.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/431/645/GCF_003431645.1_ASM343164v1,,assembly from type material,na,Mycobacterium_marinum
355,GCF_025821885.1,PRJNA224116,SAMN15568987,JACKST000000000.1,na,1804,1804,Mycolicibacterium gilvum,strain=DSM 45363,,latest,Scaffold,Major,Full,2022/10/24,ASM2582188v1,Uppsala University,GCA_025821885.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/821/885/GCF_025821885.1_ASM2582188v1,,,na,Mycolicibacterium_gilvum
533,GCF_025331195.1,PRJNA224116,SAMN04954894,LXOV00000000.1,na,280871,280871,Mycolicibacterium llatzerense,strain=MG13,,latest,Scaffold,Major,Full,2022/09/20,ASM2533119v1,University of Balearic Islands,GCA_025331195.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/331/195/GCF_025331195.1_ASM2533119v1,,assembly from type material,na,Mycolicibacterium_llatzerense
360,GCF_025822145.1,PRJNA224116,SAMN15568973,JACKTH000000000.1,na,117567,117567,Mycobacterium frederiksbergense,strain=DSM 45364,,latest,Scaffold,Major,Full,2022/10/24,ASM2582214v1,Uppsala University,GCA_025822145.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/822/145/GCF_025822145.1_ASM2582214v1,,,na,Mycobacterium_frederiksbergense
511,GCF_025822245.1,PRJNA224116,SAMN15568969,JACKTL000000000.1,representative genome,49897,49897,Mycolicibacterium hodleri,strain=DSM 44183,,latest,Scaffold,Major,Full,2022/10/24,ASM2582224v1,Uppsala University,GCA_025822245.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/822/245/GCF_025822245.1_ASM2582224v1,,assembly from type material,na,Mycolicibacterium_hodleri
488,GCF_026012615.1,PRJNA224116,SAMD00467631,BSAJ00000000.1,na,154654,154654,Mycobacterium montefiorense,strain=ATCC BAA-256,,latest,Scaffold,Major,Full,2022/10/11,ASM2601261v1,"Laboratory of Aquatic Medicine School of Veterinary Medicine, Nippon Veterinary and Life Science University",GCA_026012615.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/012/615/GCF_026012615.1_ASM2601261v1,,assembly from type material,na,Mycobacterium_montefiorense
272,GCF_025822605.1,PRJNA224116,SAMN15568956,JACKTY000000000.1,representative genome,1779,1779,Mycolicibacterium komossense,strain=DSM 44078,,latest,Scaffold,Major,Full,2022/10/24,ASM2582260v1,Uppsala University,GCA_025822605.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/822/605/GCF_025822605.1_ASM2582260v1,,assembly from type material,na,Mycolicibacterium_komossense
271,GCF_021916785.1,PRJNA224116,SAMN23132885,JAKCFC000000000.1,representative genome,2895283,2895283,Mycolicibacterium lacusdiani,strain=JXJ CY 35,,latest,Scaffold,Major,Full,2022/02/03,ASM2191678v1,JIUJIANG UNIVERSITY,GCA_021916785.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/916/785/GCF_021916785.1_ASM2191678v1,,assembly from type material,na,Mycolicibacterium_lacusdiani
265,GCF_025822705.1,PRJNA224116,SAMN15568943,JACKUL000000000.1,na,1776,1776,Mycolicibacterium flavescens,strain=DSM 43991,,latest,Scaffold,Major,Full,2022/10/24,ASM2582270v1,Uppsala University,GCA_025822705.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/822/705/GCF_025822705.1_ASM2582270v1,,assembly from type material,na,Mycolicibacterium_flavescens
104,GCF_025822885.1,PRJNA224116,SAMN15568941,JACKUN000000000.1,na,29313,29313,Mycobacterium shimoidei,strain=DSM 44152,,latest,Scaffold,Major,Full,2022/10/24,ASM2582288v1,Uppsala University,GCA_025822885.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/822/885/GCF_025822885.1_ASM2582288v1,,assembly from type material,na,Mycobacterium_shimoidei
60735,GCF_001648835.1,PRJNA224116,SAMN04578110,LVXE00000000.1,na,1297124,1769,Mycobacterium leprae 7935681,strain=7935681,,latest,Scaffold,Major,Full,2016/05/18,ASM164883v1,Eurofins Genomics India Pvt ltd,GCA_001648835.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/648/835/GCF_001648835.1_ASM164883v1,,,na,Mycobacterium_leprae
60922,GCF_001653495.1,PRJNA224116,SAMN05172957,LYPH00000000.1,na,1297123,1769,Mycobacterium leprae 3125609,strain=3125609,,latest,Scaffold,Major,Full,2016/05/30,ASM165349v1,Eurofins Genomics India Pvt Ltd.,GCA_001653495.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/653/495/GCF_001653495.1_ASM165349v1,,,na,Mycobacterium_leprae
