Description,Scientific Name,Max Score,Total Score,Query Cover,E value,Per. ident,Acc. Len,Accession  
"Mycobacterium abscessus strain GK-210 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacteroides abscessus,131,131,21%,3e-29,69.27,384,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM450376.1?report=genbank&log$=nucltop&blast_rank=2004&RID=6PVX24BJ016"",""HM450376.1"")"
"Mycobacterium sp. WR49 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. WR49,131,131,22%,3e-29,68.38,399,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EF591210.1?report=genbank&log$=nucltop&blast_rank=2005&RID=6PVX24BJ016"",""EF591210.1"")"
"Mycobacterium sp. WR22 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. WR22,131,131,15%,3e-29,72.11,404,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EF591154.1?report=genbank&log$=nucltop&blast_rank=2006&RID=6PVX24BJ016"",""EF591154.1"")"
"Mycobacterium sp. WR16 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. WR16,131,131,21%,3e-29,69.41,353,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EF591152.1?report=genbank&log$=nucltop&blast_rank=2007&RID=6PVX24BJ016"",""EF591152.1"")"
"Mycobacterium sp. MG2 partial hsp65 gene for 65 kDa heat shock protein, strain MG2",Mycobacterium sp. MG2,131,131,22%,3e-29,67.49,389,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AM421333.1?report=genbank&log$=nucltop&blast_rank=2008&RID=6PVX24BJ016"",""AM421333.1"")"
"Mycobacterium houstonense strain DSM 44676 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacterium houstonense,131,131,24%,3e-29,67.82,415,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ987725.1?report=genbank&log$=nucltop&blast_rank=2009&RID=6PVX24BJ016"",""DQ987725.1"")"
"Mycobacterium goodii strain CCUG 52054 65 kDa heat shock protein gene, partial cds",Mycolicibacterium goodii,131,131,22%,3e-29,68.68,370,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ523522.1?report=genbank&log$=nucltop&blast_rank=2010&RID=6PVX24BJ016"",""DQ523522.1"")"
"Mycobacterium houstonense strain ATCC 49403 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacterium houstonense,131,131,24%,3e-29,67.82,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AY458077.1?report=genbank&log$=nucltop&blast_rank=2011&RID=6PVX24BJ016"",""AY458077.1"")"
"Mycobacterium holsaticum 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacterium holsaticum DSM 44478 = JCM 12374,131,131,24%,3e-29,68.32,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AY438084.1?report=genbank&log$=nucltop&blast_rank=2012&RID=6PVX24BJ016"",""AY438084.1"")"
"Mycobacterium sp. Inje LM NTM05-67 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. Inje LM NTM05-67,131,131,25%,3e-29,67.94,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ369728.1?report=genbank&log$=nucltop&blast_rank=2013&RID=6PVX24BJ016"",""DQ369728.1"")"
"Mycobacterium paraffinicum strain MAIS-34 heat shock protein hsp65 gene, partial cds",Mycobacterium paraffinicum,131,131,22%,3e-29,68.65,375,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AY859015.1?report=genbank&log$=nucltop&blast_rank=2014&RID=6PVX24BJ016"",""AY859015.1"")"
"Mycobacterium chimaera strain MAIS-12 heat shock protein hsp65 gene, partial cds",Mycobacterium intracellulare subsp. chimaera,131,131,22%,3e-29,68.65,375,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AY859014.1?report=genbank&log$=nucltop&blast_rank=2015&RID=6PVX24BJ016"",""AY859014.1"")"
"Mycobacterium chimaera strain MAIS-11 heat shock protein hsp65 gene, partial cds",Mycobacterium intracellulare subsp. chimaera,131,131,22%,3e-29,68.65,375,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AY859004.1?report=genbank&log$=nucltop&blast_rank=2016&RID=6PVX24BJ016"",""AY859004.1"")"
"Mycobacterium chimaera strain MAIS-7 heat shock protein hsp65 gene, partial cds",Mycobacterium intracellulare subsp. chimaera,131,131,22%,3e-29,68.65,375,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AY859000.1?report=genbank&log$=nucltop&blast_rank=2017&RID=6PVX24BJ016"",""AY859000.1"")"
"Mycobacterium avium complex strain MAIS-29 heat shock protein hsp65 gene, partial cds",Mycobacterium avium complex sp.,131,131,22%,3e-29,68.65,375,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AY858994.1?report=genbank&log$=nucltop&blast_rank=2018&RID=6PVX24BJ016"",""AY858994.1"")"
"Mycobacterium avium complex strain MAIS-27 heat shock protein hsp65 gene, partial cds",Mycobacterium avium complex sp.,131,131,22%,3e-29,68.65,375,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AY858992.1?report=genbank&log$=nucltop&blast_rank=2019&RID=6PVX24BJ016"",""AY858992.1"")"
"Mycobacterium obuense strain CIP 106803 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacterium obuense,131,131,24%,3e-29,68.32,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF547863.1?report=genbank&log$=nucltop&blast_rank=2020&RID=6PVX24BJ016"",""AF547863.1"")"
"Mycobacterium fortuitum subsp. acetamidolyticum strain CIP 105423 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacterium fortuitum subsp. acetamidolyticum,131,131,24%,3e-29,67.82,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF547832.1?report=genbank&log$=nucltop&blast_rank=2021&RID=6PVX24BJ016"",""AF547832.1"")"
"Mycobacterium confluentis strain CIP 105510 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacterium confluentis,131,131,24%,3e-29,68.07,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF547822.1?report=genbank&log$=nucltop&blast_rank=2022&RID=6PVX24BJ016"",""AF547822.1"")"
Mycobacterium gordonae hsp65 gene for type IV 65 KDa heat shock protein,Mycobacterium gordonae,131,131,20%,3e-29,69.97,360,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AJ310239.1?report=genbank&log$=nucltop&blast_rank=2023&RID=6PVX24BJ016"",""AJ310239.1"")"
"Mycolicibacterium gadium strain TNTM23 heat shock protein 65 (hsp65) gene, partial cds",Mycolicibacterium gadium,130,130,20%,1e-28,70.29,339,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK726289.1?report=genbank&log$=nucltop&blast_rank=2024&RID=6PVX24BJ016"",""MK726289.1"")"
"Mycobacterium gordonae strain TNTM9 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium gordonae,130,130,20%,1e-28,69.71,339,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK726279.1?report=genbank&log$=nucltop&blast_rank=2025&RID=6PVX24BJ016"",""MK726279.1"")"
"Mycobacterium sp. JC290 hsp65 gene for 65 kDa heat shock protein, type strain JC290T",Mycolicibacterium oryzae,130,130,26%,1e-28,67.97,436,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LN886510.1?report=genbank&log$=nucltop&blast_rank=2026&RID=6PVX24BJ016"",""LN886510.1"")"
"Mycobacterium porcinum strain 164 heat shock protein 65 (hsp65) gene, partial cds",Mycolicibacterium porcinum,130,130,24%,1e-28,68.15,422,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP598368.1?report=genbank&log$=nucltop&blast_rank=2027&RID=6PVX24BJ016"",""OP598368.1"")"
"Mycolicibacterium monacense strain FJ10130 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycolicibacterium monacense,130,130,24%,1e-28,67.57,415,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432591.1?report=genbank&log$=nucltop&blast_rank=2028&RID=6PVX24BJ016"",""KF432591.1"")"
"Mycobacterium shimoidei strain 158_MI14_08881 heat shock protein 65 kDa (hsp65) gene, partial cds",Mycobacterium shimoidei,130,130,22%,1e-28,68.58,400,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OK539031.1?report=genbank&log$=nucltop&blast_rank=2029&RID=6PVX24BJ016"",""OK539031.1"")"
"Mycolicibacterium peregrinum strain S1-25 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacterium peregrinum,130,130,24%,1e-28,68.15,412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT433632.1?report=genbank&log$=nucltop&blast_rank=2030&RID=6PVX24BJ016"",""MT433632.1"")"
"Mycolicibacterium peregrinum strain S1-9 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacterium peregrinum,130,130,24%,1e-28,68.15,412,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MT433629.1?report=genbank&log$=nucltop&blast_rank=2031&RID=6PVX24BJ016"",""MT433629.1"")"
"Mycobacterium shimoidei strain ATCC 27962 GroEL (hsp65) gene, partial cds",Mycobacterium shimoidei,130,130,22%,1e-28,68.58,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF491305.1?report=genbank&log$=nucltop&blast_rank=2032&RID=6PVX24BJ016"",""JF491305.1"")"
"Mycobacterium haemophilum strain ATCC 29548 GroEL (hsp65) gene, partial cds",Mycobacterium haemophilum DSM 44634,130,130,22%,1e-28,68.58,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/JF491296.1?report=genbank&log$=nucltop&blast_rank=2033&RID=6PVX24BJ016"",""JF491296.1"")"
"Mycobacterium mucogenicum isolate NTUHmuco heat shock protein gene, partial cds",Mycolicibacterium mucogenicum,130,130,22%,1e-28,68.62,384,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HQ241926.1?report=genbank&log$=nucltop&blast_rank=2034&RID=6PVX24BJ016"",""HQ241926.1"")"
"Mycobacterium mantenii strain NLA000401474 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium mantenii,130,130,24%,1e-28,68.15,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ232523.1?report=genbank&log$=nucltop&blast_rank=2035&RID=6PVX24BJ016"",""FJ232523.1"")"
"Mycobacterium alsiense partial hsp65 gene for 65 kDa heat shock protein, type strain TB 1906T",Mycobacterium alsense,130,130,22%,1e-28,69.13,371,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FM209298.1?report=genbank&log$=nucltop&blast_rank=2036&RID=6PVX24BJ016"",""FM209298.1"")"
"Mycobacterium sp. MG20 partial hsp65 gene for 65 kDa heat shock protein, strain MG20",Mycobacterium sp. MG20,130,130,22%,1e-28,68.46,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AM421348.1?report=genbank&log$=nucltop&blast_rank=2037&RID=6PVX24BJ016"",""AM421348.1"")"
"Mycobacterium sp. MG19 partial hsp65 gene for 65 kDa heat shock protein, strain MG19",Mycobacterium sp. MG19,130,130,22%,1e-28,68.46,381,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AM421347.1?report=genbank&log$=nucltop&blast_rank=2038&RID=6PVX24BJ016"",""AM421347.1"")"
"Mycobacterium llatzerense partial hsp65 gene for 65 kDa heat shock protein, strain MG15",Mycolicibacterium llatzerense,130,130,22%,1e-28,68.35,386,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AM421343.1?report=genbank&log$=nucltop&blast_rank=2039&RID=6PVX24BJ016"",""AM421343.1"")"
"Mycobacterium llatzerense partial hsp65 gene for 65 kDa heat shock protein, type strain MG13T",Mycolicibacterium llatzerense,130,130,22%,1e-28,68.35,382,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AM421341.1?report=genbank&log$=nucltop&blast_rank=2040&RID=6PVX24BJ016"",""AM421341.1"")"
"Mycobacterium peregrinum isolate FI-05382 65 kDa heat shock protein gene, partial cds",Mycolicibacterium peregrinum,130,130,24%,1e-28,68.15,421,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ986500.1?report=genbank&log$=nucltop&blast_rank=2041&RID=6PVX24BJ016"",""DQ986500.1"")"
"Mycobacterium peregrinum strain CIP 105382 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacterium peregrinum,130,130,24%,1e-28,68.15,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF547865.1?report=genbank&log$=nucltop&blast_rank=2042&RID=6PVX24BJ016"",""AF547865.1"")"
"Mycobacterium porcinum strain DSM 44242 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacterium porcinum,130,130,24%,1e-28,68.15,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF547867.1?report=genbank&log$=nucltop&blast_rank=2043&RID=6PVX24BJ016"",""AF547867.1"")"
"Mycobacterium kansasii 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium kansasii,130,130,24%,1e-28,68.15,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AY438086.1?report=genbank&log$=nucltop&blast_rank=2044&RID=6PVX24BJ016"",""AY438086.1"")"
"Mycobacterium brumae strain CIP 103465 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacterium brumae,130,130,24%,1e-28,68.15,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF547816.1?report=genbank&log$=nucltop&blast_rank=2045&RID=6PVX24BJ016"",""AF547816.1"")"
"Mycobacterium bovis strain CIP 105234 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium tuberculosis variant bovis,130,130,24%,1e-28,68.15,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF547813.1?report=genbank&log$=nucltop&blast_rank=2046&RID=6PVX24BJ016"",""AF547813.1"")"
"Mycobacterium botniense strain DSM 44537 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium botniense,130,130,24%,1e-28,67.90,424,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF547812.1?report=genbank&log$=nucltop&blast_rank=2047&RID=6PVX24BJ016"",""AF547812.1"")"
"Mycobacterium avium complex 65 kDa heat shock protein (hsp65) gene, hsp65.34 allele, partial cds",Mycobacterium avium complex sp.,130,130,20%,1e-28,69.58,360,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF031606.1?report=genbank&log$=nucltop&blast_rank=2048&RID=6PVX24BJ016"",""AF031606.1"")"
"Mycobacterium avium complex 65 kDa heat shock protein (hsp65) gene, hsp65.22 allele, partial cds",Mycobacterium avium complex sp.,130,130,20%,1e-28,69.58,360,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF031602.1?report=genbank&log$=nucltop&blast_rank=2049&RID=6PVX24BJ016"",""AF031602.1"")"
"Mycobacterium avium complex 65 kDa heat shock protein (hsp65) gene, hsp65.18 allele, partial cds",Mycobacterium avium complex sp.,130,130,20%,1e-28,69.58,360,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AF031599.1?report=genbank&log$=nucltop&blast_rank=2050&RID=6PVX24BJ016"",""AF031599.1"")"
"Mycobacterium intracellulare isolate 1367 65 kDa heat shock protein gene, partial cds",Mycobacterium intracellulare,130,130,20%,1e-28,69.58,360,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/U17941.1?report=genbank&log$=nucltop&blast_rank=2051&RID=6PVX24BJ016"",""U17941.1"")"
"Mycobacterium fallax 65 kDa heat shock protein gene, partial cds",Mycolicibacterium fallax,130,130,20%,1e-28,69.14,360,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/U17930.1?report=genbank&log$=nucltop&blast_rank=2052&RID=6PVX24BJ016"",""U17930.1"")"
"Mycobacterium sp. strain LTL 951 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp.,129,129,24%,1e-28,68.45,400,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KY828476.1?report=genbank&log$=nucltop&blast_rank=2053&RID=6PVX24BJ016"",""KY828476.1"")"
"Mycobacterium lentiflavum strain 1AG heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium lentiflavum,129,129,22%,1e-28,68.73,378,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KX232669.1?report=genbank&log$=nucltop&blast_rank=2054&RID=6PVX24BJ016"",""KX232669.1"")"
"Mycolicibacterium phocaicum strain 144 heat shock protein 65 (hsp65) gene, partial cds",Mycolicibacterium phocaicum,129,129,25%,1e-28,67.54,432,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OP598348.1?report=genbank&log$=nucltop&blast_rank=2055&RID=6PVX24BJ016"",""OP598348.1"")"
"Mycobacterium avium strain FJ12095 60 kDa chaperonin 2 GroEL2 (groEL2) gene, partial cds",Mycobacterium avium,129,129,24%,1e-28,67.25,423,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KF432687.1?report=genbank&log$=nucltop&blast_rank=2056&RID=6PVX24BJ016"",""KF432687.1"")"
"Mycolicibacterium chitae strain 75_MI14_03546 heat shock protein 65 kDa (hsp65) gene, partial cds",Mycolicibacterium chitae,129,129,24%,1e-28,67.99,400,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OK539047.1?report=genbank&log$=nucltop&blast_rank=2057&RID=6PVX24BJ016"",""OK539047.1"")"
"Mycolicibacterium chitae strain 55_MI14_00891B heat shock protein 65 kDa (hsp65) gene, partial cds",Mycolicibacterium chitae,129,129,24%,1e-28,67.99,400,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/OK539042.1?report=genbank&log$=nucltop&blast_rank=2058&RID=6PVX24BJ016"",""OK539042.1"")"
"Mycobacterium celeriflavum strain FI-09258 65kD heath shock protein (hsp65) gene, partial cds",Mycolicibacterium celeriflavum,129,129,22%,1e-28,69.48,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KJ586613.1?report=genbank&log$=nucltop&blast_rank=2059&RID=6PVX24BJ016"",""KJ586613.1"")"
"Mycobacterium bolletii strain GR-276 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. bolletii,129,129,20%,1e-28,69.59,342,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU084184.1?report=genbank&log$=nucltop&blast_rank=2060&RID=6PVX24BJ016"",""GU084184.1"")"
"Mycobacterium petroleophilum strain ATCC 21498 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium petroleophilum,129,129,24%,1e-28,68.16,402,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ172325.1?report=genbank&log$=nucltop&blast_rank=2061&RID=6PVX24BJ016"",""FJ172325.1"")"
"Mycobacterium sp. WT37 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. WT37,129,129,22%,1e-28,68.73,375,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EF591250.1?report=genbank&log$=nucltop&blast_rank=2062&RID=6PVX24BJ016"",""EF591250.1"")"
"Mycobacterium sp. WT34 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. WT34,129,129,22%,1e-28,68.73,368,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EF591247.1?report=genbank&log$=nucltop&blast_rank=2063&RID=6PVX24BJ016"",""EF591247.1"")"
"Mycobacterium sp. WT09 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. WT09,129,129,20%,1e-28,69.32,349,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EF591229.1?report=genbank&log$=nucltop&blast_rank=2064&RID=6PVX24BJ016"",""EF591229.1"")"
"Mycobacterium sp. WR86 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium sp. WR86,129,129,20%,1e-28,69.59,342,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EF591203.1?report=genbank&log$=nucltop&blast_rank=2065&RID=6PVX24BJ016"",""EF591203.1"")"
"Mycobacterium leprae heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium leprae,129,129,28%,1e-28,67.46,603,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AY299192.1?report=genbank&log$=nucltop&blast_rank=2066&RID=6PVX24BJ016"",""AY299192.1"")"
"Mycobacterium pallens strain czh-8 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacterium pallens,129,129,24%,1e-28,67.92,417,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/DQ533997.1?report=genbank&log$=nucltop&blast_rank=2067&RID=6PVX24BJ016"",""DQ533997.1"")"
"Mycolicibacterium sp. strain MYC378 Hsp65 gene, partial cds",Mycolicibacterium sp.,128,128,22%,4e-28,69.04,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK877203.1?report=genbank&log$=nucltop&blast_rank=2068&RID=6PVX24BJ016"",""MK877203.1"")"
"Mycolicibacterium sp. strain MYC023 Hsp65 gene, partial cds",Mycolicibacterium sp.,128,128,22%,4e-28,69.04,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK876877.1?report=genbank&log$=nucltop&blast_rank=2069&RID=6PVX24BJ016"",""MK876877.1"")"
"Mycolicibacterium sp. strain MYC003 Hsp65 gene, partial cds",Mycolicibacterium sp.,128,128,22%,4e-28,69.04,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MK876857.1?report=genbank&log$=nucltop&blast_rank=2070&RID=6PVX24BJ016"",""MK876857.1"")"
"Mycobacterium goodii strain M20 65 kDa heat shock protein (groEL-2) gene, partial cds",Mycolicibacterium goodii,128,128,21%,4e-28,68.86,351,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MG334587.1?report=genbank&log$=nucltop&blast_rank=2071&RID=6PVX24BJ016"",""MG334587.1"")"
"Mycobacteroides chelonae strain 96-1712 heat shock protein 65 gene, partial cds",Mycobacteroides chelonae,128,128,24%,4e-28,67.93,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT779819.1?report=genbank&log$=nucltop&blast_rank=2072&RID=6PVX24BJ016"",""KT779819.1"")"
"Mycobacterium murale strain F21 65 kDa heat shock protein (hsp65) gene, partial cds",Mycolicibacterium murale,128,128,22%,4e-28,69.29,401,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/KT695876.1?report=genbank&log$=nucltop&blast_rank=2073&RID=6PVX24BJ016"",""KT695876.1"")"
"Mycobacterium sp. GN1 hsp65 gene for heat shock protein 65, partial cds",Mycobacterium sp.,128,128,20%,4e-28,69.76,349,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/LC745038.1?report=genbank&log$=nucltop&blast_rank=2074&RID=6PVX24BJ016"",""LC745038.1"")"
"Mycobacterium gordonae strain 86 heat shock protein 65 (hsp65) gene, partial cds",Mycobacterium gordonae,128,128,18%,4e-28,70.72,332,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW561162.1?report=genbank&log$=nucltop&blast_rank=2075&RID=6PVX24BJ016"",""MW561162.1"")"
"Mycobacteroides abscessus strain 4 heat shock protein 65 (hsp65) gene, partial cds",Mycobacteroides abscessus,128,128,21%,4e-28,69.08,355,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/MW561160.1?report=genbank&log$=nucltop&blast_rank=2076&RID=6PVX24BJ016"",""MW561160.1"")"
"Mycobacterium abscessus 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacteroides abscessus,128,128,20%,4e-28,69.76,375,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM626511.1?report=genbank&log$=nucltop&blast_rank=2077&RID=6PVX24BJ016"",""HM626511.1"")"
"Mycobacterium bolletii strain GK-194 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacteroides abscessus subsp. bolletii,128,128,20%,4e-28,69.76,363,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM450374.1?report=genbank&log$=nucltop&blast_rank=2078&RID=6PVX24BJ016"",""HM450374.1"")"
"Mycobacterium lacticola strain ATCC 9626 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium lacticola,128,128,25%,4e-28,67.55,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/HM030495.1?report=genbank&log$=nucltop&blast_rank=2079&RID=6PVX24BJ016"",""HM030495.1"")"
"Mycobacterium gordonae strain GR-4484 65 kDa heat shock protein (hsp65) gene, partial cds",Mycobacterium gordonae,128,128,21%,4e-28,69.34,345,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/GU222637.1?report=genbank&log$=nucltop&blast_rank=2080&RID=6PVX24BJ016"",""GU222637.1"")"
"Mycobacterium monacense strain RP heat shock protein 65-like gene, partial sequence",Mycolicibacterium monacense,128,128,24%,4e-28,68.00,425,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/FJ598605.1?report=genbank&log$=nucltop&blast_rank=2081&RID=6PVX24BJ016"",""FJ598605.1"")"
"Mycobacterium sp. Clinical_430 Hsp65 (hsp65) gene, partial cds",Mycobacterium sp. Clinical_430,128,128,22%,4e-28,68.58,367,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU343697.1?report=genbank&log$=nucltop&blast_rank=2082&RID=6PVX24BJ016"",""EU343697.1"")"
"Mycobacterium sp. Environmental_308 Hsp65 (hsp65) gene, partial cds",Mycobacterium sp. Environmental_308,128,128,22%,4e-28,68.58,367,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU343678.1?report=genbank&log$=nucltop&blast_rank=2083&RID=6PVX24BJ016"",""EU343678.1"")"
"Mycobacterium sp. Environmental_262 Hsp65 (hsp65) gene, partial cds",Mycobacterium sp. Environmental_262,128,128,22%,4e-28,68.58,367,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU343672.1?report=genbank&log$=nucltop&blast_rank=2084&RID=6PVX24BJ016"",""EU343672.1"")"
"Mycobacterium sp. Environmental_255 Hsp65 (hsp65) gene, partial cds",Mycobacterium sp. Environmental_255,128,128,22%,4e-28,68.58,367,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/EU343669.1?report=genbank&log$=nucltop&blast_rank=2085&RID=6PVX24BJ016"",""EU343669.1"")"
Mycobacterium sp. Pyr1No1 partial hsp65 gene for 65 kDa heat-shock protein,Mycobacterium sp. Pyr1No1,128,128,25%,4e-28,67.22,441,"=HYPERLINK(""https://www.ncbi.nlm.nih.gov/nucleotide/AM402980.1?report=genbank&log$=nucltop&blast_rank=2086&RID=6PVX24BJ016"",""AM402980.1"")"
